0.000000000000000000e+00,3.022131371273236056e+01,2.829504013042445720e+01,3.186833394084703386e+01,3.190906932030765120e+01,3.215509823624934427e+01,2.790122505063795799e+01,3.215465101050108387e+01,3.213157756084072503e+01,3.063743974652265223e+01,3.270041040250023912e+01,2.880784140806301963e+01,3.107023783543630913e+01,3.194307001207920393e+01,3.192382722056684941e+01,3.196378749644545891e+01,3.031430763503556491e+01,3.038390171759846936e+01,3.111709694602491894e+01,3.201521164374761241e+01,3.220617261100481699e+01,3.271523524594408627e+01,2.993332040478290423e+01,3.317702406894687783e+01,2.608522526090806792e+01,3.071548684989499023e+01,3.282359829659427675e+01,3.259496312564259313e+01,3.184569090832355442e+01,3.067673383500265061e+01,3.044469143681298107e+01,3.191372171849828376e+01,3.197929509373199863e+01,3.216838938138831594e+01,2.950408429627360718e+01,3.134273261407261657e+01,3.027337373015369337e+01,3.147827925707237284e+01,3.280746709007426176e+01,3.307387914720974464e+01,3.153832495978267048e+01,3.305386530538559242e+01,3.109743469650192793e+01,3.293793369324043141e+01,3.064272830209561249e+01,3.244955998472003245e+01,3.272020978787855938e+01,3.124180392253612126e+01,3.210309966237011281e+01,3.062188868440426148e+01
3.022131371273236056e+01,0.000000000000000000e+00,2.773518111473288883e+01,3.139928459114655013e+01,3.165667578597949472e+01,3.197727232920425422e+01,2.841895781410257626e+01,3.106690090360796930e+01,3.046784065453428525e+01,3.128763502227895543e+01,3.106153767027248236e+01,2.995699992654764543e+01,3.288236788359217400e+01,3.096405856744660667e+01,3.074706315199132689e+01,3.092747244725859801e+01,2.878203852838187515e+01,2.851432164071561104e+01,2.921278357455183539e+01,3.009140910676102720e+01,3.061480897916587907e+01,3.349404842693166984e+01,3.057407633850329631e+01,3.428129098332074420e+01,2.942779391489904484e+01,3.296739382119260142e+01,3.294793255104448093e+01,3.327771848231804341e+01,2.954650841115543614e+01,3.165078116579766743e+01,3.062260524454109145e+01,3.231366444161422180e+01,3.024242597527025822e+01,3.114415908290165191e+01,3.121571760929304062e+01,3.194286016731944855e+01,3.162738034849640911e+01,3.152502921175058148e+01,3.366376512757159389e+01,3.288135450301684415e+01,3.132610281517375128e+01,3.256901895398566182e+01,3.150187947211964001e+01,3.265142451078289554e+01,2.959712666677168613e+01,3.159780549298474028e+01,3.340452645566354306e+01,2.943389575309169004e+01,3.213197779223141026e+01,2.851948192464951859e+01
2.829504013042445720e+01,2.773518111473288883e+01,0.000000000000000000e+00,3.048029530429362666e+01,3.328987262870545294e+01,3.372938660597603899e+01,2.629887087442768490e+01,3.289444957056479524e+01,3.093212812024702885e+01,2.547232754594045900e+01,3.354885948652196248e+01,3.278728763513404942e+01,3.243130866334920626e+01,3.247578081294037133e+01,3.155693305272408011e+01,3.255124058816704036e+01,3.234148024748679262e+01,2.889867706996646746e+01,3.096306918633043992e+01,3.115880707147465500e+01,3.132508679971984122e+01,3.385273313060191214e+01,3.221341816626603816e+01,3.483165481217456261e+01,3.186382170959319637e+01,3.003325652611412622e+01,3.273949541188622447e+01,3.235041727537840472e+01,3.193046166819568654e+01,3.204641940575843506e+01,3.138831000429640739e+01,3.365460657356306484e+01,3.053806014280573677e+01,3.161300053021270884e+01,2.603813174112929119e+01,3.037794342957805327e+01,3.177514946946974916e+01,3.141242912868829862e+01,3.459296198747254891e+01,3.269518626780381965e+01,3.197968601502614305e+01,3.389035965258973704e+01,3.189871067326252074e+01,3.280069656686256963e+01,3.228361277228068360e+01,2.966949160623124016e+01,2.872937390608493047e+01,3.332135243741512909e+01,3.390812007428620234e+01,3.180882814091404498e+01
3.186833394084703386e+01,3.139928459114655013e+01,3.048029530429362666e+01,0.000000000000000000e+00,3.330192277904234288e+01,3.144299829727253837e+01,2.538783330168161712e+01,3.343184298235490814e+01,3.190697892939709845e+01,2.870515515500412107e+01,3.281564226037834686e+01,3.120937872097712784e+01,3.078227285504548405e+01,3.324117830019649489e+01,3.166599563763184477e+01,3.230313311883686822e+01,3.193854676817233340e+01,3.114564092022905584e+01,2.813528361178218162e+01,2.994188177015971775e+01,3.226719632543870375e+01,2.993773309003218230e+01,2.957768378506188611e+01,3.411958389327708119e+01,3.337708444952828302e+01,2.909663619335594120e+01,3.332396886093680166e+01,3.052281714431538973e+01,3.240371259448107111e+01,3.102113319488375254e+01,2.801635850780533943e+01,3.341493047491249513e+01,3.263021746749629415e+01,2.996844980723150798e+01,3.162445390806220047e+01,3.167837316148918347e+01,3.198674951808372313e+01,2.533837951241897457e+01,3.432799779091892844e+01,3.309067487166467458e+01,2.921850140278618113e+01,3.177196692041424342e+01,3.201660245680568551e+01,3.389095407282174222e+01,3.274522873081376417e+01,3.271244718799881923e+01,3.318417494535538026e+01,3.304864899124700628e+01,3.246292626513164947e+01,3.169724509055343731e+01
3.190906932030765120e+01,3.165667578597949472e+01,3.328987262870545294e+01,3.330192277904234288e+01,0.000000000000000000e+00,3.079609238509396008e+01,3.113211231603686358e+01,3.221211795351868545e+01,3.182250330413809181e+01,3.259940074913384933e+01,3.160710210570172407e+01,2.680126142998933148e+01,3.067870074025739058e+01,3.189903399478140500e+01,3.101413623961171595e+01,2.726450070384265345e+01,3.016102529655235287e+01,3.162018756849786882e+01,3.222964330503209851e+01,3.297385659124824997e+01,3.157571223462790755e+01,3.279702936444196837e+01,2.937954576750637159e+01,3.295435398416762496e+01,3.172896588426418063e+01,3.198015904383931485e+01,2.983063428019559638e+01,3.131053561528894136e+01,3.080885594271305195e+01,2.897703593736994776e+01,3.158891452805934463e+01,3.229740528442482628e+01,3.213995839351613881e+01,3.216139556390841392e+01,3.333064885935915811e+01,3.283330645958862704e+01,2.963122379020725816e+01,3.238045768726112783e+01,3.335941267339410388e+01,3.115716152077359169e+01,3.055333532866097812e+01,3.214227483598243396e+01,3.169793152845884521e+01,3.257172290502623468e+01,3.171763305531136012e+01,3.178660825819270741e+01,3.290626294870833846e+01,3.085373017994994171e+01,3.193464457194978223e+01,2.917753332310721248e+01
3.215509823624934427e+01,3.197727232920425422e+01,3.372938660597603899e+01,3.144299829727253837e+01,3.079609238509396008e+01,0.000000000000000000e+00,3.282416453242483101e+01,3.306221567620738711e+01,3.100438376698480170e+01,3.399461472399242012e+01,3.031424184792754062e+01,2.998301812016392631e+01,3.404172476596395569e+01,3.101024711671031753e+01,3.262266159871779792e+01,3.255684840119215551e+01,2.694809506403093025e+01,3.133923601770676726e+01,2.925500032172370624e+01,3.373392373071160932e+01,2.995591889928063267e+01,2.951412325271732584e+01,3.079893802735214337e+01,3.337176078036017657e+01,3.218350688456171582e+01,3.292960192994797808e+01,3.324862848246033309e+01,3.356169163077294115e+01,3.193716215750487208e+01,3.210864973115894827e+01,3.191657190923520915e+01,2.710664776759108463e+01,3.255008968002283609e+01,3.170592616294074872e+01,3.281944372190163506e+01,3.290487590463526146e+01,3.157926230531575129e+01,3.410005078491421671e+01,3.369304392948862414e+01,3.305210955770130710e+01,3.195986244497880335e+01,2.831860677360955947e+01,2.980733039219783365e+01,3.332742554663821011e+01,3.121131664287082685e+01,3.393608608142019989e+01,3.318509607489214375e+01,2.849792818724604260e+01,3.200512749273675439e+01,2.359062628658352168e+01
2.790122505063795799e+01,2.841895781410257626e+01,2.629887087442768490e+01,2.538783330168161712e+01,3.113211231603686358e+01,3.282416453242483101e+01,0.000000000000000000e+00,3.054758651228358701e+01,2.633071839455927687e+01,2.316997612841256071e+01,3.159426441983515588e+01,3.207608028561996605e+01,2.409343124434538908e+01,3.128917379793586306e+01,2.945555139233458419e+01,2.929902168990432898e+01,2.748628951746482585e+01,2.985103231094692333e+01,2.785195507078505273e+01,2.324932582087774691e+01,2.915993367970528283e+01,2.809710275946124014e+01,2.705339300415997172e+01,3.403626738411975339e+01,3.037238595151886500e+01,2.898381767490533534e+01,3.188107914552951172e+01,2.892283500970597743e+01,3.091455371206456704e+01,2.787277522092386661e+01,2.706190126817350006e+01,3.304782579930276398e+01,2.905538289311042632e+01,2.443959632486380684e+01,2.515693385239281810e+01,2.751508683718877180e+01,3.059993646129439782e+01,2.849108587144250748e+01,3.429497843663503431e+01,2.622275542629972378e+01,3.040411425546982827e+01,3.008893778919194162e+01,3.006215074248449781e+01,3.280813938505960436e+01,3.047837640383048807e+01,3.059289136032919743e+01,2.855537140630327997e+01,3.172218893930149974e+01,2.970259176579281046e+01,3.034098114330565821e+01
3.215465101050108387e+01,3.106690090360796930e+01,3.289444957056479524e+01,3.343184298235490814e+01,3.221211795351868545e+01,3.306221567620738711e+01,3.054758651228358701e+01,0.000000000000000000e+00,3.239109254349258293e+01,3.186849347821071987e+01,3.319606774977438590e+01,2.729890765817921405e+01,2.697072170434055494e+01,3.161486806065998678e+01,3.220555523929462538e+01,2.862524143829268652e+01,3.099463078160577112e+01,3.122290788844802023e+01,3.224821412811488131e+01,3.285124541820144373e+01,3.294818042447201378e+01,3.332473028446250396e+01,3.074305162819323201e+01,3.456665250424120472e+01,3.285334494780628489e+01,3.226117357839539324e+01,3.195352432731597148e+01,3.292949160735893344e+01,3.189545538321409879e+01,3.320580737341590094e+01,3.148225994697193642e+01,3.333429149385663237e+01,3.204958262652287004e+01,3.253961376571554354e+01,3.267364871508466706e+01,3.203404186990444202e+01,3.179484918132656190e+01,2.999781003201947982e+01,3.397599915450364705e+01,3.228972805855777750e+01,3.192087177100599860e+01,3.235277031658481661e+01,3.206438205995571167e+01,3.335537834531344004e+01,3.151908151437470451e+01,3.239866911069308486e+01,3.361723875354365987e+01,3.245911077799902955e+01,3.318026384935294715e+01,3.107395130645615211e+01
3.213157756084072503e+01,3.046784065453428525e+01,3.093212812024702885e+01,3.190697892939709845e+01,3.182250330413809181e+01,3.100438376698480170e+01,2.633071839455927687e+01,3.239109254349258293e+01,0.000000000000000000e+00,2.862958077939798329e+01,3.103358418728085866e+01,3.253903367691104620e+01,3.131545588981767736e+01,3.175409312602275946e+01,3.148298968624386518e+01,3.210488147249665758e+01,2.908987974437557966e+01,2.892359765220966494e+01,3.048898870636386960e+01,3.096504652977868943e+01,2.638998965295775179e+01,3.034029768002783101e+01,3.186179000463120303e+01,3.458447026382053480e+01,3.207338533821673110e+01,3.272352158678623368e+01,3.250568898083239588e+01,2.942576369464691766e+01,3.143712506863959533e+01,3.171929874551238271e+01,3.024482789939700211e+01,3.284599015462997329e+01,3.134368211495808509e+01,2.860430694865319623e+01,3.204560742660784456e+01,2.970146954996718591e+01,3.273354538645628509e+01,3.197792288982587294e+01,3.405352839230876327e+01,2.882298875707477848e+01,3.258396467459969159e+01,3.300236235807304297e+01,3.216982249974577712e+01,3.301753711750146181e+01,3.089670823674125089e+01,3.291740448358576288e+01,3.300140100495539741e+01,3.112024175646770630e+01,3.144323393092416907e+01,2.949832088762384430e+01
3.063743974652265223e+01,3.128763502227895543e+01,2.547232754594045900e+01,2.870515515500412107e+01,3.259940074913384933e+01,3.399461472399242012e+01,2.316997612841256071e+01,3.186849347821071987e+01,2.862958077939798329e+01,0.000000000000000000e+00,3.257777392982984566e+01,3.233778480389997867e+01,2.957241391391125518e+01,3.214534550537518953e+01,3.005602097721291699e+01,3.133161525297350991e+01,3.035417329289085586e+01,3.061873939430443059e+01,3.196812304059553611e+01,2.563609605432758798e+01,3.044330296534083402e+01,3.298273711652040419e+01,3.195884234497386345e+01,3.503945879118634821e+01,3.220120125672227118e+01,3.054101545769804460e+01,3.195483196030359707e+01,2.926624261236466040e+01,3.179412203750905164e+01,2.922531747420882198e+01,2.941976045792387495e+01,3.401202458988578314e+01,3.129677708885196807e+01,2.749301864101993687e+01,2.656472891237693190e+01,2.605745843079154511e+01,3.211528948585350918e+01,3.033739170250863992e+01,3.470743817267948828e+01,3.152785202448552937e+01,2.937399933221473702e+01,3.398303860693022216e+01,3.246729276204828096e+01,3.300821166189709288e+01,3.077544184797721627e+01,3.019389331326854276e+01,3.077441980077434991e+01,3.321069532941842084e+01,3.331496034329902045e+01,3.265067279097375774e+01
